img_path,prediction,output,embedding,fitness
visualization/mutag/population_sso/graph_10.png,1,"[0.0013620633399114013, 0.9986379742622375]","[0.0001, 0.0015, 0.0, 0.0, 0.0005, 0.0077, 0.0, 0.9565, 0.0093, 0.0064, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0027, 0.0, 0.0092, 0.0, 0.0002, 0.0056, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0001, 0.0]",0.05927273631095886
visualization/mutag/population_sso/graph_11.png,1,"[0.00019975313625764102, 0.9998002648353577]","[0.0, 0.0002, 0.0, 0.0, 0.0007, 0.0008, 0.0, 0.9595, 0.0034, 0.0028, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0015, 0.0, 0.0184, 0.0, 0.0003, 0.0123, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0]",0.060448817908763885
visualization/mutag/population_sso/graph_12.png,1,"[0.00022285511658992618, 0.9997771382331848]","[0.0, 0.0007, 0.0, 0.0, 0.0007, 0.0012, 0.0, 0.9889, 0.0012, 0.0004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0003, 0.0, 0.0029, 0.0, 0.0004, 0.0031, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0001, 0.0]",0.06262074410915375
visualization/mutag/population_sso/graph_13.png,1,"[0.00042760022915899754, 0.9995723366737366]","[0.0001, 0.0007, 0.0, 0.0, 0.0026, 0.0034, 0.0, 0.8077, 0.0124, 0.0075, 0.0, 0.0002, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0038, 0.0, 0.0931, 0.0, 0.0014, 0.0664, 0.0, 0.0, 0.0001, 0.0006, 0.0, 0.0, 0.0]",0.06635542213916779
visualization/mutag/population_sso/graph_14.png,1,"[0.00032620682031847537, 0.9996738433837891]","[0.0, 0.0002, 0.0, 0.0, 0.0001, 0.0006, 0.0, 0.9937, 0.0016, 0.0012, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0005, 0.0, 0.0012, 0.0, 0.0, 0.0008, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.06783159077167511
visualization/mutag/population_sso/graph_15.png,1,"[0.0023726951330900192, 0.997627317905426]","[0.0001, 0.0006, 0.0, 0.0, 0.001, 0.0014, 0.0, 0.9468, 0.0124, 0.0066, 0.0, 0.0005, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0022, 0.0, 0.0127, 0.0, 0.0005, 0.015, 0.0, 0.0, 0.0001, 0.0002, 0.0, 0.0001, 0.0]",0.06837045401334763
visualization/mutag/population_sso/graph_16.png,1,"[0.0005284048384055495, 0.9994716048240662]","[0.0, 0.0003, 0.0, 0.0, 0.0002, 0.001, 0.0, 0.987, 0.0049, 0.0021, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0007, 0.0, 0.0017, 0.0, 0.0001, 0.0019, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0]",0.06863302737474442
visualization/mutag/population_sso/graph_17.png,1,"[0.00046359130647033453, 0.999536395072937]","[0.0008, 0.0268, 0.0, 0.0, 0.0017, 0.1059, 0.0, 0.7947, 0.0133, 0.0076, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0033, 0.0, 0.0226, 0.0, 0.0009, 0.0202, 0.0, 0.0, 0.0001, 0.0004, 0.0, 0.0014, 0.0]",0.07062346488237381
visualization/mutag/population_sso/graph_18.png,1,"[0.0003880944277625531, 0.9996119141578674]","[0.0, 0.0003, 0.0, 0.0, 0.0015, 0.0014, 0.0, 0.8828, 0.0073, 0.0077, 0.0, 0.0002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0046, 0.0, 0.0589, 0.0, 0.0009, 0.0339, 0.0, 0.0, 0.0001, 0.0004, 0.0, 0.0, 0.0]",0.07618031650781631
visualization/mutag/population_sso/graph_19.png,1,"[0.0003665589611046016, 0.9996334314346313]","[0.0, 0.0001, 0.0, 0.0, 0.0002, 0.0003, 0.0, 0.9897, 0.0044, 0.0017, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0006, 0.0, 0.0015, 0.0, 0.0001, 0.0014, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.07727977633476257
visualization/mutag/population_sso/graph_20.png,1,"[0.0009327417355962098, 0.9990672469139099]","[0.0, 0.0008, 0.0, 0.0, 0.0002, 0.0039, 0.0, 0.9702, 0.0084, 0.0064, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0026, 0.0, 0.0046, 0.0, 0.0001, 0.0025, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0]",0.07729998230934143
visualization/mutag/population_sso/graph_21.png,1,"[0.0004459901829250157, 0.9995539784431458]","[0.0, 0.0005, 0.0, 0.0, 0.0006, 0.0011, 0.0, 0.9821, 0.0073, 0.0012, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0034, 0.0, 0.0003, 0.0031, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0]",0.07856345921754837
visualization/mutag/population_sso/graph_22.png,1,"[0.00029502235702238977, 0.999704897403717]","[0.0013, 0.0561, 0.0001, 0.0, 0.0084, 0.1424, 0.0, 0.4205, 0.0179, 0.0075, 0.0, 0.0015, 0.0, 0.0, 0.0, 0.0, 0.0003, 0.0001, 0.0, 0.0043, 0.0, 0.1794, 0.0, 0.0049, 0.15, 0.0, 0.0002, 0.0008, 0.0026, 0.0, 0.0014, 0.0]",0.07891259342432022
visualization/mutag/population_sso/graph_23.png,1,"[0.0013745668111369014, 0.9986253976821899]","[0.0014, 0.0345, 0.0, 0.0, 0.0043, 0.1365, 0.0001, 0.6915, 0.0156, 0.0065, 0.0, 0.0007, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0003, 0.0, 0.0038, 0.0, 0.0657, 0.0, 0.002, 0.0346, 0.0, 0.0001, 0.0003, 0.0008, 0.0, 0.0012, 0.0]",0.07908356189727783
visualization/mutag/population_sso/graph_24.png,1,"[0.0007033380097709596, 0.9992966651916504]","[0.0, 0.0004, 0.0, 0.0, 0.0002, 0.0013, 0.0, 0.9891, 0.0035, 0.0016, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0008, 0.0, 0.0018, 0.0, 0.0001, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0]",0.08249833434820175
visualization/mutag/population_sso/graph_25.png,1,"[0.007814047858119011, 0.9921859502792358]","[0.0004, 0.0049, 0.0, 0.0, 0.0035, 0.0099, 0.0001, 0.8786, 0.0189, 0.0077, 0.0, 0.0008, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0001, 0.0, 0.0032, 0.0, 0.0269, 0.0, 0.0023, 0.0407, 0.0, 0.0001, 0.0004, 0.0009, 0.0, 0.0003, 0.0]",0.08285035938024521
visualization/mutag/population_sso/graph_26.png,1,"[0.000767037330660969, 0.9992330074310303]","[0.0, 0.0004, 0.0, 0.0, 0.0002, 0.0007, 0.0, 0.9895, 0.005, 0.0011, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0012, 0.0, 0.0001, 0.0014, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0]",0.08441910892724991
visualization/mutag/population_sso/graph_27.png,1,"[0.0005323297227732837, 0.999467670917511]","[0.0, 0.0007, 0.0, 0.0, 0.0004, 0.0009, 0.0, 0.9886, 0.0043, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0003, 0.0, 0.0013, 0.0, 0.0002, 0.0021, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0]",0.08877424150705338
visualization/mutag/population_sso/graph_28.png,1,"[5.602194505627267e-05, 0.9999439716339111]","[0.0002, 0.0045, 0.0, 0.0, 0.0011, 0.0076, 0.0, 0.9657, 0.0048, 0.0011, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0005, 0.0, 0.0048, 0.0, 0.0008, 0.0081, 0.0, 0.0, 0.0001, 0.0002, 0.0, 0.0003, 0.0]",0.08942621201276779
visualization/mutag/population_sso/graph_29.png,1,"[0.0006513929693028331, 0.9993485808372498]","[0.0, 0.0001, 0.0, 0.0, 0.0001, 0.0006, 0.0, 0.9868, 0.0049, 0.0033, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0013, 0.0, 0.0019, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.08983979374170303
visualization/mutag/population_sso/graph_30.png,1,"[0.0006379185360856354, 0.999362051486969]","[0.0002, 0.0042, 0.0, 0.0, 0.0022, 0.005, 0.0, 0.9543, 0.0079, 0.0018, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0005, 0.0, 0.0051, 0.0, 0.0017, 0.0159, 0.0, 0.0001, 0.0004, 0.0004, 0.0, 0.0002, 0.0]",0.09102889895439148
visualization/mutag/population_sso/graph_31.png,1,"[0.001133215962909162, 0.9988667964935303]","[0.0, 0.0006, 0.0, 0.0, 0.0003, 0.003, 0.0, 0.9581, 0.0162, 0.0094, 0.0, 0.0002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0029, 0.0, 0.0063, 0.0, 0.0001, 0.0027, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0]",0.0918479859828949
visualization/mutag/population_sso/graph_32.png,1,"[0.000292153941700235, 0.9997078776359558]","[0.0007, 0.0146, 0.0001, 0.0, 0.0106, 0.0371, 0.0, 0.6197, 0.0259, 0.0073, 0.0, 0.0003, 0.0, 0.0, 0.0, 0.0, 0.0006, 0.0001, 0.0, 0.0033, 0.0001, 0.095, 0.0, 0.0093, 0.1675, 0.0, 0.0006, 0.0027, 0.004, 0.0, 0.0005, 0.0]",0.09274671226739883
visualization/mutag/population_sso/graph_33.png,1,"[0.0008061928092502058, 0.9991938471794128]","[0.0, 0.0005, 0.0, 0.0, 0.0002, 0.0009, 0.0, 0.9893, 0.0051, 0.0011, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0011, 0.0, 0.0001, 0.0012, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0]",0.09393331408500671
visualization/mutag/population_sso/graph_34.png,1,"[0.001237209653481841, 0.998762845993042]","[0.0002, 0.0054, 0.0, 0.0, 0.0023, 0.0068, 0.0, 0.9438, 0.011, 0.0024, 0.0, 0.0003, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0001, 0.0, 0.0006, 0.0, 0.006, 0.0, 0.0018, 0.018, 0.0, 0.0001, 0.0004, 0.0005, 0.0, 0.0002, 0.0]",0.09447429329156876
visualization/mutag/population_sso/graph_35.png,1,"[0.0009347070008516312, 0.9990653395652771]","[0.0001, 0.0014, 0.0, 0.0, 0.0003, 0.0026, 0.0, 0.9889, 0.0039, 0.0007, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0003, 0.0, 0.0007, 0.0, 0.0002, 0.0008, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0]",0.09486328810453415
visualization/mutag/population_sso/graph_36.png,1,"[0.0005317901377566159, 0.9994682669639587]","[0.0001, 0.0013, 0.0, 0.0, 0.0005, 0.0066, 0.0, 0.9463, 0.0058, 0.0056, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0051, 0.0, 0.02, 0.0, 0.0002, 0.0079, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0004, 0.0]",0.09503106027841568
visualization/mutag/population_sso/graph_37.png,1,"[0.00031577874324284494, 0.99968421459198]","[0.0019, 0.0684, 0.0001, 0.0, 0.0087, 0.1195, 0.0, 0.6032, 0.0122, 0.0053, 0.0, 0.0003, 0.0, 0.0, 0.0, 0.0, 0.0004, 0.0001, 0.0, 0.0026, 0.0, 0.0767, 0.0, 0.0052, 0.0889, 0.0, 0.0002, 0.0011, 0.0023, 0.0, 0.0027, 0.0]",0.09599579870700836
visualization/mutag/population_sso/graph_38.png,1,"[0.002384408377110958, 0.9976155757904053]","[0.0005, 0.0126, 0.0, 0.0, 0.0008, 0.0383, 0.0, 0.8838, 0.0378, 0.0088, 0.0, 0.0005, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0002, 0.0, 0.0014, 0.0, 0.0063, 0.0, 0.0006, 0.0071, 0.0, 0.0, 0.0001, 0.0002, 0.0, 0.0008, 0.0]",0.09605778008699417
visualization/mutag/population_sso/graph_39.png,1,"[0.0004525044932961464, 0.9995474219322205]","[0.0012, 0.048, 0.0, 0.0, 0.0014, 0.1602, 0.0, 0.7276, 0.0148, 0.0076, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0001, 0.0, 0.0032, 0.0, 0.0156, 0.0, 0.0007, 0.0156, 0.0, 0.0, 0.0001, 0.0003, 0.0, 0.0033, 0.0]",0.09651381522417068
visualization/mutag/population_sso/graph_40.png,1,"[0.00044052183511666954, 0.9995594620704651]","[0.0001, 0.0012, 0.0, 0.0, 0.0004, 0.0014, 0.0, 0.9882, 0.0035, 0.0008, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0003, 0.0, 0.0014, 0.0, 0.0002, 0.0021, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0002, 0.0]",0.09882517158985138
visualization/mutag/population_sso/graph_41.png,1,"[9.865927131613716e-05, 0.999901294708252]","[0.0, 0.0, 0.0, 0.0, 0.0001, 0.0001, 0.0, 0.9971, 0.0009, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0006, 0.0, 0.0001, 0.0009, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.09912750869989395
visualization/mutag/population_sso/graph_42.png,1,"[4.8544668970862404e-05, 0.9999514818191528]","[0.0, 0.0, 0.0, 0.0, 0.0004, 0.0002, 0.0, 0.9603, 0.0036, 0.0028, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0015, 0.0, 0.0205, 0.0, 0.0003, 0.0103, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0]",0.10122179239988327
visualization/mutag/population_sso/graph_43.png,1,"[0.0002357821649638936, 0.9997642636299133]","[0.0, 0.0, 0.0, 0.0, 0.0004, 0.0002, 0.0, 0.9614, 0.0031, 0.0028, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0019, 0.0, 0.0197, 0.0, 0.0003, 0.0101, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0]",0.10553993284702301
visualization/mutag/population_sso/graph_44.png,1,"[0.00021573352569248527, 0.9997842907905579]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9995, 0.0002, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.11106318980455399
visualization/mutag/population_sso/graph_45.png,1,"[5.729701570089674e-06, 0.9999942779541016]","[0.0, 0.001, 0.0, 0.0, 0.0077, 0.0024, 0.0, 0.7271, 0.0033, 0.0011, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0011, 0.0, 0.1048, 0.0, 0.0055, 0.144, 0.0, 0.0001, 0.0004, 0.0013, 0.0, 0.0, 0.0]",0.1125423014163971
visualization/mutag/population_sso/graph_46.png,1,"[0.0010871554259210825, 0.9989128112792969]","[0.0, 0.0001, 0.0, 0.0, 0.0001, 0.0003, 0.0, 0.9766, 0.0113, 0.0068, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0017, 0.0, 0.0018, 0.0, 0.0, 0.0012, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.11405131965875626
visualization/mutag/population_sso/graph_47.png,1,"[0.001344982534646988, 0.9986549615859985]","[0.0, 0.0002, 0.0, 0.0, 0.0003, 0.0004, 0.0, 0.9755, 0.0176, 0.0023, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0002, 0.0, 0.0017, 0.0, 0.0002, 0.0013, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.1158626601099968
visualization/mutag/population_sso/graph_48.png,1,"[0.007473394274711609, 0.992526650428772]","[0.0001, 0.0008, 0.0, 0.0, 0.004, 0.0016, 0.0001, 0.865, 0.0153, 0.0082, 0.0, 0.0022, 0.0, 0.0, 0.0, 0.0, 0.0002, 0.0001, 0.0, 0.0037, 0.0, 0.0483, 0.0, 0.0027, 0.0459, 0.0, 0.0001, 0.0005, 0.0011, 0.0, 0.0, 0.0]",0.11839443445205688
visualization/mutag/population_sso/graph_49.png,1,"[0.00015405018348246813, 0.9998459815979004]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9998, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.11847269535064697
visualization/mutag/population_sso/graph_50.png,1,"[8.997579425340518e-05, 0.9999099969863892]","[0.0023, 0.0961, 0.0001, 0.0, 0.0074, 0.1242, 0.0, 0.6543, 0.0089, 0.0029, 0.0, 0.0002, 0.0, 0.0, 0.0, 0.0, 0.0002, 0.0001, 0.0, 0.0015, 0.0, 0.0331, 0.0, 0.0052, 0.0555, 0.0, 0.0003, 0.0012, 0.0016, 0.0, 0.0048, 0.0]",0.12205827981233597
visualization/mutag/population_sso/graph_51.png,1,"[0.004780924879014492, 0.9952190518379211]","[0.0, 0.0006, 0.0, 0.0, 0.0001, 0.0009, 0.0, 0.9867, 0.0083, 0.0021, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0005, 0.0, 0.0003, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0]",0.12444613873958588
visualization/mutag/population_sso/graph_52.png,1,"[0.0021083529572933912, 0.9978916049003601]","[0.0006, 0.0064, 0.0, 0.0, 0.0087, 0.0402, 0.0001, 0.6671, 0.0005, 0.0016, 0.0, 0.0002, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0047, 0.0, 0.2108, 0.0, 0.0036, 0.0533, 0.0, 0.0, 0.0001, 0.001, 0.0, 0.0007, 0.0001]",0.12516999244689941
visualization/mutag/population_sso/graph_53.png,1,"[0.0005270472029224038, 0.9994729161262512]","[0.0005, 0.014, 0.0, 0.0, 0.0008, 0.018, 0.0, 0.9546, 0.0036, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0016, 0.0, 0.0006, 0.0034, 0.0, 0.0, 0.0001, 0.0001, 0.0, 0.001, 0.0]",0.12597598135471344
visualization/mutag/population_sso/graph_54.png,1,"[0.002623997861519456, 0.9973759651184082]","[0.0, 0.0004, 0.0, 0.0, 0.0016, 0.0005, 0.0, 0.9636, 0.0059, 0.0023, 0.0, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0007, 0.0, 0.0074, 0.0, 0.0011, 0.0146, 0.0, 0.0001, 0.0003, 0.0003, 0.0, 0.0, 0.0]",0.12664104998111725
visualization/mutag/population_sso/graph_55.png,1,"[3.876487971865572e-05, 0.999961256980896]","[0.0021, 0.0933, 0.0002, 0.0, 0.0116, 0.1379, 0.0, 0.5155, 0.0183, 0.0036, 0.0, 0.0002, 0.0, 0.0, 0.0, 0.0, 0.0007, 0.0001, 0.0, 0.0017, 0.0001, 0.064, 0.0, 0.0098, 0.1301, 0.0001, 0.0007, 0.0031, 0.0041, 0.0, 0.0028, 0.0]",0.1277628093957901
visualization/mutag/population_sso/graph_56.png,1,"[9.548323760100175e-06, 0.9999904632568359]","[0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.9986, 0.0004, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0002, 0.0, 0.0001, 0.0005, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.12936781346797943
visualization/mutag/population_sso/graph_57.png,1,"[0.0003667143464554101, 0.9996333122253418]","[0.0002, 0.001, 0.0, 0.0, 0.0116, 0.0054, 0.0, 0.4484, 0.0006, 0.0007, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0038, 0.0, 0.3515, 0.0, 0.0083, 0.1664, 0.0, 0.0, 0.0001, 0.0015, 0.0, 0.0002, 0.0001]",0.13406886160373688
visualization/mutag/population_sso/graph_58.png,1,"[0.00011010667367372662, 0.9998898506164551]","[0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.9897, 0.0014, 0.0013, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0008, 0.0, 0.004, 0.0, 0.0001, 0.0026, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.13579097390174866
visualization/mutag/population_sso/graph_59.png,1,"[0.00023059376690071076, 0.999769389629364]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9998, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.13711579144001007
visualization/mutag/population_sso/graph_60.png,1,"[0.0017411750741302967, 0.9982587695121765]","[0.0, 0.0001, 0.0, 0.0, 0.0004, 0.0003, 0.0, 0.9906, 0.0001, 0.0002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0008, 0.0, 0.0057, 0.0, 0.0002, 0.0015, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.13748233020305634
